grad_norm,loss,loss_q0,loss_q1,loss_q2,loss_q3,mse,mse_q0,mse_q1,mse_q2,mse_q3,samples,step,eval_loss,eval_loss_q0,eval_loss_q1,eval_loss_q2,eval_loss_q3,eval_mse,eval_mse_q0,eval_mse_q1,eval_mse_q2,eval_mse_q3
0.8409086572343102,1.103289456367492,0.8918146765305208,1.0490318642151486,1.185561188537839,1.3718936679064249,0.4688720107078551,0.2583922409473456,0.42639059209185914,0.5480376034171326,0.7277992181839277,32064,500,,,,,,,,,,
0.7941877740598235,1.0657312011718751,0.8517781212547063,1.0243379409986575,1.138568755588376,1.31709470171777,0.46693954706192015,0.25283934523240964,0.42209940984958993,0.5415782389508239,0.7193311418332757,35264,550,,,,,,,,,,
0.7679179722531972,1.0363700425624842,0.8284325202613668,0.9809004315893154,1.11130378587644,1.2943748400663386,0.46480118453502656,0.2541136377605431,0.4160580701500401,0.5402664575814664,0.7193944189891179,38464,600,,,,,,,,,,
0.7139888602286788,1.0126235175132754,0.7878206234905732,0.9567606672193059,1.0934746186886615,1.2849926175579207,0.46567679166793824,0.24495716528852815,0.41687837039882514,0.5425995329541784,0.7305247281278872,41664,650,,,,,,,,,,
0.6717195448145794,0.9813650834560395,0.7663519470273648,0.9410643807677337,1.063172795012231,1.2356711537644032,0.46111431241035444,0.2448140223995686,0.4168979053811508,0.5404344176226455,0.7252196156237121,44864,700,,,,,,,,,,
0.6375259158245318,0.9590923500061034,0.7329411233010426,0.9154393469458986,1.0372947003114672,1.2051955754219272,0.4621710550785065,0.24038035263366567,0.4137215473410586,0.5362476594626582,0.7126985236073814,48064,750,,,,,,,,,,
0.5968980459992279,0.9372267293930053,0.7229492787604889,0.8840033471953387,1.014749221612617,1.2165809497724165,0.4604498875141143,0.24873143803078399,0.4132578946396296,0.5351972029328594,0.7336673101568544,51264,800,,,,,,,,,,
0.5766069283306667,0.9054975867271423,0.692395459848934,0.8620831098457327,0.9792588704753881,1.1652853782734656,0.4544468331336975,0.24054641251013262,0.41138897218463316,0.5275520846263722,0.7160190006065956,54464,850,,,,,,,,,,
0.5560792678701753,0.8898793315887452,0.671261285670729,0.8473639100509768,0.9534934386130313,1.1647998779378033,0.45919348180294034,0.23785384850542074,0.41196879837953937,0.5309562661634972,0.7311915943687807,57664,900,,,,,,,,,,
0.5167527774117061,0.8699788033962252,0.6659611232358499,0.8116047552516382,0.9536294530004777,1.1240212179695657,0.45523266673088086,0.24712413207083825,0.4066255223847205,0.5345618057334666,0.7130395637398151,60864,950,,,,,,,,,,
0.4907885949074807,0.8511835861206056,0.6412925008531629,0.8050057306701744,0.9182138353343894,1.1162920355603623,0.45466417193412784,0.23839174701658916,0.4079076393426932,0.5260565876355027,0.7232592677277906,64064,1000,,,,,,,,,,
0.48259904457717995,0.8403204941749572,0.6239329337565379,0.7818713131405065,0.9223352774977677,1.0998684268149137,0.45682947576046007,0.23863373987916836,0.4064505038605558,0.5337530356210971,0.7182193852606282,67264,1050,,,,,,,,,,
0.4495990308450687,0.8223802924156186,0.6063044779002674,0.7660476363351666,0.890269805149149,1.1068463996785565,0.4572776395082474,0.23744532819759398,0.4026713538112826,0.5294449980469663,0.7387945455605863,70464,1100,,,,,,,,,,
0.4386588312228909,0.8037709772586823,0.5874891496196227,0.7591141483320026,0.8765100992906589,1.0712509900798615,0.45295041561126725,0.23639443234070096,0.40573392920253193,0.5259210560014589,0.7231263301589285,73664,1150,,,,,,,,,,
0.42635749871621426,0.7889420425891875,0.5619583261341856,0.7415218616832728,0.8670691174037497,1.0726225852417801,0.45264189004898064,0.2284903033223619,0.40470682006899583,0.5306133857831871,0.7326588681870463,76864,1200,,,,,,,,,,
0.4090846573915844,0.7830138766765594,0.5595629583117819,0.7294459980189426,0.8527198777940419,1.0569502733202836,0.45769168913364416,0.23413332878124163,0.40342452437240894,0.5274898112442394,0.7323381110318399,80064,1250,,,,,,,,,,
0.39382456602371596,0.7705180060863493,0.536116306725033,0.7164090984089437,0.8453161674099533,1.0422003223702916,0.45851090967655167,0.23111719416181345,0.40242398057797196,0.5294982091084629,0.7281333646763147,83264,1300,,,,,,,,,,
0.3855707075167466,0.7524827551841736,0.5339255964147916,0.692492001724465,0.8253448543898073,1.0321016544248984,0.4536907958984376,0.23483667611545292,0.3967952713094375,0.5258591879443467,0.7316262638181212,86464,1350,,,,,,,,,,
0.36545397579109234,0.7323644804954529,0.5131826507785031,0.6805015331090869,0.8048820994825815,1.018049964280886,0.448111043572426,0.23080254716628665,0.39646004689888353,0.523881799623936,0.7258527584350732,89664,1400,,,,,,,,,,
0.35262101895572123,0.725256857872009,0.5092589680835156,0.6737640502560499,0.7876981776489616,1.003620791360852,0.4512109571695327,0.23021586887903267,0.3969129257178223,0.5188186562626682,0.7317667011630719,92864,1450,,,,,,,,,,
0.35060382746316043,0.7122289156913755,0.493920188757433,0.655737036135972,0.7842140149572417,0.9938184302906677,0.4491511011123658,0.23096178379101412,0.3963791142534957,0.519925296625692,0.7285711829976509,96064,1500,,,,,,,,,,
0.3505139966361604,0.6995011270046236,0.48850158189948467,0.63726353807294,0.7812458526056543,0.9957893099697729,0.44552746176719654,0.23265940838535498,0.39229142318786353,0.5258659778051396,0.7375321614979907,99264,1550,,,,,,,,,,
0.3614884786103335,0.6866770100593564,0.4700432366826253,0.6348180522446197,0.7629671364962336,0.964018293062047,0.4453325361013412,0.22503299751285807,0.3944902817708821,0.5224034859825231,0.7261137678295727,102464,1600,,,,,,,,,,
0.33611581961061565,0.6794604015350341,0.45922523293502326,0.6219496689736826,0.7659569023603422,0.9658772557258611,0.4443145912885667,0.2270738626167716,0.391728500240898,0.5243992607016421,0.7300843854904167,105664,1650,,,,,,,,,,
0.31978617151011074,0.6732761716842653,0.44881430874423456,0.6262492640044106,0.7476391330453912,0.9529925286291502,0.44609918296337137,0.22218850141216528,0.39425683003233664,0.5227186871734955,0.7264991552833568,108864,1700,,,,,,,,,,
0.32402831541321986,0.6708323276042938,0.43573190626755903,0.6130895675886917,0.73404701188076,0.9654530222001286,0.45161711990833275,0.21820559236686174,0.393044651982589,0.5172750772418154,0.7414586826942958,112064,1750,,,,,,,,,,
0.32298877308087537,0.6632423150539402,0.43901712449787833,0.6062834587154188,0.7327704695797477,0.9452247099927913,0.4501647454500197,0.2247139163214022,0.3935968812181992,0.5205015086307734,0.732338412124435,115264,1800,,,,,,,,,,
0.29577406742149964,0.6538780927658079,0.4246048158866929,0.5971135126738683,0.7149424230654619,0.9522010698685279,0.45135803520679474,0.22223018495207458,0.3922327248273719,0.5162037907166326,0.7462559946225231,118464,1850,,,,,,,,,,
0.30331533678803185,0.637116585969925,0.41069581858105964,0.576906686043514,0.7164127273705793,0.9308063719749448,0.4442660284042357,0.21831125102316962,0.3865258573357613,0.5222866681720015,0.73668384065628,121664,1900,,,,,,,,,,
0.3094652911466662,0.6391562831401825,0.4090401507890012,0.5786816437452049,0.7099879600563822,0.9219464415937285,0.44940875828266147,0.21841560227573914,0.3884430490144495,0.5205632581698646,0.7334553373080721,124864,1950,,,,,,,,,,
0.280839518247548,0.6174603486061095,0.4009625778277421,0.5669112668607904,0.682158727476127,0.9126054031372077,0.43824078917503356,0.22120697868663744,0.3861934543536366,0.5064578599014202,0.7306226205348975,128064,2000,,,,,,,,,,
,,,,,,,,,,,,,0.6540061235427856,0.4057859693254744,0.5543836332284489,0.660192000238519,0.9124862088097467,0.48869866132736206,0.25698793306946754,0.39305023046640253,0.4976200743725426,0.7285803457101185
0.3041150182107455,0.6125187468528749,0.38646487731222856,0.5592772971491484,0.6840439248398054,0.912610831673328,0.4400366300344468,0.21587000983086602,0.38519593126965945,0.51107954245297,0.7394520853574464,131264,2050,,,,,,,,,,
0.31154225242494826,0.602655291557312,0.38647230271403704,0.5508462246168746,0.6833856851819761,0.9068493197361633,0.4359062075614929,0.22032801631274504,0.38336318812587133,0.5168528966206792,0.7395333801808005,134464,2100,,,,,,,,,,
0.2746095408774222,0.6029495942592622,0.37567626984479485,0.5414256094697789,0.6797329481860821,0.8844838141500059,0.4424968296289444,0.21368505308928423,0.3829653690014879,0.5176113390095057,0.7266083020079249,137664,2150,,,,,,,,,,
0.2793168240190551,0.5955032062530519,0.37359379242309887,0.5443516344763346,0.6713163355880248,0.8657330339290312,0.44003656268119806,0.218001400988445,0.3855515445116907,0.515082177764705,0.714814455274049,140864,2200,,,,,,,,,,
0.30289834601122095,0.5968958806991574,0.35789343734466383,0.5313662861627124,0.6708140615198677,0.8903903224600295,0.44593902707099914,0.20808576213735155,0.38226260815428703,0.5179612930229559,0.7387740910945518,144064,2250,,,,,,,,,,
0.28831500291227935,0.5920097386837004,0.3656773083027783,0.5299241680063703,0.6562530338281072,0.8931826849468057,0.4457983928918839,0.2202880622693605,0.38320849384916467,0.5092780796590193,0.7473884958308185,147264,2300,,,,,,,,,,
0.2653152627233771,0.5895034992694854,0.3461212641286804,0.5196285155644783,0.6606029593244038,0.8888507248295671,0.44877186238765726,0.20823783150756933,0.37994215960686023,0.5171273653742386,0.7470961441375618,150464,2350,,,,,,,,,,
0.2637582291414074,0.581842923164368,0.35037305695736937,0.5205213070388832,0.644402739505809,0.8828940207071335,0.44447260260581967,0.21285147990238695,0.38124097178852795,0.5077862594621022,0.7464724135057754,153664,2400,,,,,,,,,,
0.26626835268079757,0.5696668052673335,0.34243237310070096,0.5163217396349524,0.6342253883573467,0.8682666589937559,0.4387602466344834,0.2123854741587173,0.38136801962253575,0.5064817372171635,0.735448350539295,156864,2450,,,,,,,,,,
0.27159074766462804,0.5613107538223264,0.341787564398725,0.5090397256085792,0.6439433862083448,0.8691563053656423,0.433584209084511,0.21535622863437973,0.3789318879021379,0.5160937092782609,0.7420283735808683,160064,2500,,,,,,,,,,
0.2885860286745705,0.5687771815061571,0.3346959122188268,0.4983503889908562,0.6403438239950657,0.8761508637035372,0.44445347726345075,0.21108107967598172,0.3749174929383729,0.5158316413828598,0.7501709801942773,163264,2550,,,,,,,,,,
0.2637326727569268,0.5610873484611514,0.3260011244100556,0.4978130437878699,0.627023526391046,0.8702507481201375,0.44190571010112756,0.20701773994333122,0.37602715306041096,0.510652174747706,0.7494846605542886,166464,2600,,,,,,,,,,
0.2579874477748161,0.5532198810577393,0.3209072978889366,0.48685719456775023,0.6251907743474159,0.8607412064852931,0.43899677813053145,0.20767748921165632,0.3745091695087094,0.5108010764475215,0.7433850719876912,169664,2650,,,,,,,,,,
0.2720397774313543,0.5492981505393981,0.3150154198608486,0.4821897512807635,0.6262206402493694,0.8411453375072215,0.43936949729919433,0.20596821059573264,0.3721995156603504,0.5145970100188616,0.7325716095033636,172864,2700,,,,,,,,,,
0.26651196925599085,0.5501439011096951,0.3149903462486386,0.48512228230940047,0.6246029424859828,0.8575175244669091,0.44162290275096894,0.20547115025655507,0.37739673366575877,0.5163435851469045,0.7492564697319725,176064,2750,,,,,,,,,,
0.2594234834685864,0.5385581272840495,0.3082545448422736,0.47956671167411835,0.6131010158478665,0.8429933470554996,0.43430498301982895,0.20577377431924598,0.37281767029791574,0.508992045840407,0.7383687784579347,179264,2800,,,,,,,,,,
0.28230781404308236,0.5315632927417754,0.3097178072051155,0.47258191086993323,0.6066401540742492,0.8247530525000669,0.43211653947830214,0.2101356640921433,0.37089295719830384,0.5076488479665293,0.7269755084263638,182464,2850,,,,,,,,,,
0.25138287489320565,0.5359205955266952,0.30073682929062484,0.4727539008919715,0.6052649000595361,0.8319809425622232,0.4374906188249587,0.20221236821397545,0.37221756805687173,0.5078161104334773,0.7343244358431558,185664,2900,,,,,,,,,,
0.27275576535011137,0.533905839920044,0.29883348123188236,0.46726582055053995,0.5989060534810535,0.8421174889361417,0.4391673290729524,0.20443814377658306,0.37139139397749865,0.5054083521877011,0.7461079790452372,188864,2950,,,,,,,,,,
0.2407506007562654,0.5233798837661744,0.2990244765159063,0.4594892224895737,0.594121143916729,0.8400963237644964,0.43117634773254404,0.20581935672742055,0.36929059023810895,0.5027713404109415,0.7461678286232483,192064,3000,,,,,,,,,,
0.26193079598678054,0.5280202031135558,0.30005000672310095,0.45809212981310166,0.5910859787976859,0.8344052272350764,0.4401916080713273,0.21218949564992368,0.37110201994279274,0.5026040198021033,0.7466977080639764,195264,3050,,,,,,,,,,
0.24934037921086005,0.5245955377817152,0.2959429713045346,0.4586699919517225,0.5907992126431836,0.8212825933516749,0.4379848980903625,0.2086881002054572,0.37155207386383665,0.5056236932362634,0.7340106956388169,198464,3100,,,,,,,,,,
0.2605073834879897,0.5164080601930618,0.2922090270450994,0.4532527598592402,0.5892890273659902,0.8357768541602554,0.4324977749586105,0.2063303931139118,0.3689063978067204,0.5064978413616427,0.7538751919097396,201664,3150,,,,,,,,,,
0.2593667462675923,0.5128669267892839,0.28465083748899345,0.4515270155892482,0.5888888349658581,0.8215899472913871,0.43180603146553037,0.20215225787478827,0.369880174254549,0.5086774199839063,0.7420771749213683,204864,3200,,,,,,,,,,
0.2676992824476774,0.5086962687969208,0.2760546294138657,0.44664546426710106,0.5812296911122954,0.8211817219026877,0.43012422502040853,0.19944906339696364,0.367259829296722,0.5022300884444664,0.74110419531065,208064,3250,,,,,,,,,,
0.2465564698022821,0.5073625147342684,0.27804382778008535,0.44247485012747373,0.5756605331887988,0.823782829408306,0.43084157884120944,0.2007084820550941,0.3667318047489969,0.49944144658202955,0.7472494780921022,211264,3300,,,,,,,,,,
0.24353615550730362,0.5185810941457749,0.27272865334107516,0.4412176248199773,0.5819861638061901,0.8327772444122408,0.4439601737260818,0.19996504035399915,0.3659609139154526,0.5069373954976282,0.7568551440086163,214464,3350,,,,,,,,,,
0.2615611685086438,0.5070983117818831,0.2709088144165919,0.43820176678631273,0.5751640386498551,0.8231279258675217,0.43420224249362954,0.19812949594078466,0.36576836657743145,0.5020742756762141,0.7498804581221891,217664,3400,,,,,,,,,,
0.2640242878645016,0.5043265825510024,0.27615416038572377,0.43557591387977834,0.5743032795987244,0.8160714345409518,0.4338647943735123,0.20617898565228068,0.36456786478301184,0.504093025586214,0.7450282539730739,220864,3450,,,,,,,,,,
0.2564844092418148,0.49634952902793883,0.26450114934403607,0.43113076869777506,0.5656475605992591,0.8255168645612656,0.4290342944860457,0.19673328127095638,0.3640058207030073,0.49932874696323315,0.7571978606043325,224064,3500,,,,,,,,,,
0.24149296795060304,0.5035207217931748,0.26360161128300263,0.4322401520943175,0.5781272550320017,0.8209753152245045,0.43588553965091703,0.1972514103119812,0.36464912101234237,0.5092048694274438,0.7532512610749735,227264,3550,,,,,,,,,,
0.2511397822856182,0.4952086871862412,0.2726906862698704,0.4268966156207485,0.5689757760265534,0.8107445041985775,0.43013795614242567,0.20783139034995327,0.3624134381060249,0.503272289326013,0.7456938423434757,230464,3600,,,,,,,,,,
0.2454984380854746,0.4995837950706481,0.26387021628389273,0.42503484923352514,0.5705863829169967,0.8075612078854351,0.4355379670858382,0.199912794455905,0.3617067410283012,0.5049936377740173,0.7447720027355019,233664,3650,,,,,,,,,,
0.24118332412193114,0.49319425165653225,0.2621650031171584,0.4262422457547252,0.5691072718286375,0.8000615027517757,0.4307328844070435,0.2005499171065829,0.36355795789399115,0.505383848903397,0.738551436058863,236864,3700,,,,,,,,,,
0.2504507933009027,0.4969402754306794,0.25474360807388463,0.4241650253775832,0.5562585183134835,0.8234000229474275,0.4356633818149567,0.19471617429310054,0.36176345191859804,0.4964031418205161,0.7592788378849165,240064,3750,,,,,,,,,,
0.24917022819877438,0.48777004539966584,0.25872270389521856,0.4203254018317563,0.5573303207965415,0.7950221128136137,0.4288396769762039,0.19866896540803766,0.3611697704051476,0.4996938868855548,0.7361525883656422,243264,3800,,,,,,,,,,
0.2638254588158507,0.4868017041683197,0.2559549109437737,0.41592313308715784,0.5577751506514319,0.8071665625793109,0.43009785592556,0.19947119428991847,0.35912426199913006,0.5007490145706822,0.7507153165797462,246464,3850,,,,,,,,,,
0.26641852446600367,0.49053079187870025,0.26307349054003454,0.41569866341248907,0.5516669937214677,0.8017542921516984,0.4341506552696229,0.2066473094530573,0.3607205612493728,0.4953932186567327,0.7439342421030155,249664,3900,,,,,,,,,,
0.24614781889806842,0.48205703139305117,0.253919479924298,0.41451077632239625,0.5515265007730303,0.798853210080416,0.4267078447341918,0.19735135926182923,0.3585651129972744,0.49779668584966874,0.7435644974932066,252864,3950,,,,,,,,,,
0.2663367420211122,0.4823972749710083,0.24360808616421817,0.4140542303606617,0.5502890935965957,0.8022756749828115,0.42942871868610377,0.19111325890531833,0.3599095385963632,0.4975283390315119,0.7493455570820389,256064,4000,,,,,,,,,,
,,,,,,,,,,,,,0.4535887837409973,0.2721053237095476,0.42302561923861504,0.556417772715742,0.762995849053065,0.39579522609710693,0.20930078513920308,0.36459324881434435,0.4989343786781486,0.7224717537562052
0.25049052828528834,0.4787106937170029,0.2441227995322468,0.41324376235716065,0.5497528145700351,0.7965107373181429,0.4266153991222382,0.19119935400417293,0.3599883633665742,0.4995300253273409,0.7439869613784132,259264,4050,,,,,,,,,,
0.2601151077273765,0.4809964460134506,0.2431001850005836,0.4081283006755227,0.5455827450137892,0.7952924626345966,0.4302340722084046,0.19235626299305555,0.35758852500753247,0.49583253949673856,0.7427147908291952,262464,4100,,,,,,,,,,
0.24611146569418474,0.48241561412811296,0.24588527443675806,0.41163171782201835,0.5472141908747813,0.8107139404364458,0.4321770828962324,0.19570985108930844,0.3589124833616083,0.49783295554165913,0.7614825609631423,265664,4150,,,,,,,,,,
0.268395664172801,0.48674657642841335,0.24600720614948873,0.407490550376737,0.5421325667792729,0.8064245214592396,0.436153913140297,0.19499006593079024,0.3575348848828114,0.4917213403092682,0.7555576084637713,268864,4200,,,,,,,,,,
0.24000871776314853,0.4765388554334641,0.23490212526439921,0.4021506349303385,0.5454314257709755,0.7933718185984708,0.42907482862472535,0.18814258059761368,0.3554093053534688,0.4966709905108152,0.746003089800025,272064,4250,,,,,,,,,,
0.25803397321478283,0.4768750339746476,0.23804875280039414,0.4051252587121863,0.5456660244523042,0.8133143404478675,0.4289597135782243,0.1906585165824837,0.3571673094161909,0.4972914879245396,0.7652929129505314,275264,4300,,,,,,,,,,
0.24821260845911702,0.4735824483633042,0.23847143060605702,0.3985021265453186,0.5434572583475681,0.8098513719550569,0.4277246457338332,0.19161335343032615,0.3550859541398314,0.497375823009066,0.7634233918897122,278464,4350,,,,,,,,,,
0.2767682872816268,0.4741571843624115,0.2376670559049041,0.39447004398348956,0.54433124027121,0.7959215545394344,0.4288814157247542,0.19153588378962866,0.35157091426887765,0.49822392121002873,0.7508862750181159,281664,4400,,,,,,,,,,
0.24600356479240928,0.4695721936225892,0.23767221085085594,0.39511585068774874,0.5419187859900743,0.8035785595575954,0.4255896335840225,0.19401558633069366,0.3519654923235591,0.4982104260136483,0.7577104424436879,284864,4450,,,,,,,,,,
0.2529981108182721,0.47276198804378494,0.24122589300727326,0.39902761296119577,0.5366370527406489,0.8072741030700624,0.42922241628170005,0.1984903030783669,0.3551633142275748,0.49235535803149655,0.7639415877679038,288064,4500,,,,,,,,,,
0.2561735828033887,0.4679851996898652,0.23221564757596852,0.39325718108765406,0.5322711896985313,0.806798555191208,0.4256415241956709,0.18968041883616293,0.351309002873427,0.49093746357380963,0.7628385032404158,291264,4550,,,,,,,,,,
0.2438687987647501,0.4612438929080964,0.23018597072318592,0.39396068321232414,0.5299336170933221,0.7829131534480738,0.4190051126480103,0.18820534018631715,0.35142170614991464,0.48793343577446174,0.74023694743557,294464,4600,,,,,,,,,,
0.2399684236469075,0.4638248407840729,0.23168196974650676,0.3923969919367349,0.5338396637657119,0.7898103072368651,0.42194571018218996,0.1893068704023411,0.3512099695298105,0.4922308118125961,0.7475148045359941,297664,4650,,,,,,,,,,
0.2600528868773111,0.46721831262111657,0.2387097607889004,0.39260724135674563,0.5346237905712368,0.7992993929508603,0.42617730379104607,0.19780245395562784,0.3522464172914623,0.49330833376947236,0.7577715531398159,300864,4700,,,,,,,,,,
0.25452506359560695,0.4625829261541367,0.2395451436925511,0.3892540844318312,0.5249243486285345,0.7923065407513076,0.4231972318887711,0.19829431395353672,0.35035400906646674,0.485930555087833,0.7547454979705503,304064,4750,,,,,,,,,,
0.2412943217941094,0.46340880632400505,0.2293722161831721,0.38796341848575494,0.5334740454824025,0.7946239874071014,0.4248193317651747,0.1897183533787201,0.35080143415321685,0.4951521232800927,0.7559788285095237,307264,4800,,,,,,,,,,
0.234618326924385,0.46048373222351074,0.23322866546707371,0.3906822708097232,0.5265280137069266,0.7831293104328887,0.4222074282169343,0.1959921430529327,0.3524344143024674,0.4879688987018836,0.7436434552681185,310464,4850,,,,,,,,,,
0.2373795194853548,0.45940474629402167,0.23185807198643577,0.3872680894291132,0.5288223786984092,0.7879713910788831,0.4226710534095765,0.19512982382121916,0.35048499853556314,0.4917893479216287,0.7517547734240269,313664,4900,,,,,,,,,,
0.24772845791353282,0.4609176367521286,0.22489659448020646,0.3910685030072702,0.5282841795923747,0.7897752799638883,0.42347521603107446,0.1873338087540481,0.352014709431016,0.49164486665918405,0.7529208242893225,316864,4950,,,,,,,,,,
0.26208102479507717,0.4627282518148422,0.22033530389474226,0.3889223933670094,0.5333914075996357,0.7936492686583758,0.4260043734312059,0.18418291571616788,0.3516783247226312,0.4971965999060466,0.7558726409345295,320064,5000,,,,,,,,,,
0.25729855966462284,0.4614086705446243,0.23115460154804926,0.3887822214100094,0.5234480456151854,0.7840186244423302,0.42482547342777244,0.1945822378690767,0.3515171966067075,0.48650488073521486,0.7486179095625687,323264,5050,,,,,,,,,,
0.23395643032195035,0.4612515765428543,0.22189655755161464,0.38525646079230946,0.5178631769048226,0.7981345344306833,0.4263976573944093,0.18698392871544167,0.35074280598015833,0.4835263599994069,0.7623079285137633,326464,5100,,,,,,,,,,
0.24772063052887275,0.4599168556928635,0.22710438311857575,0.3817065507858136,0.5224775186499706,0.7940194411829985,0.4255340248346327,0.1923698563457212,0.34809097371550585,0.4885670753582471,0.7586723528277697,329664,5150,,,,,,,,,,
0.27618662662192456,0.45523377954959876,0.22301790963408807,0.382624409870056,0.5252935019123018,0.7904223736416907,0.42056563794612867,0.1888449789687225,0.34819504148342306,0.4901383523537019,0.7554708105259588,332864,5200,,,,,,,,,,
0.25615306858765435,0.4561370491981506,0.21873901297121423,0.38331375919495947,0.5294794973303448,0.778159123190023,0.42238392472267133,0.18545870031576273,0.34867106434266837,0.4953911546235988,0.7450937956203642,336064,5250,,,,,,,,,,
0.2556952548338911,0.45537799477577207,0.21683768149548208,0.38191153753329776,0.5215534606471466,0.7906034129341762,0.4223844379186629,0.1842112430281077,0.34839092891882467,0.488858450738581,0.757186068371524,339264,5300,,,,,,,,,,
0.25409184483110725,0.4593679475784301,0.22050153247568835,0.3832086924423209,0.5135331428897238,0.7980852767733148,0.42601464927196514,0.1872669844828258,0.34939431301224533,0.4810317502100281,0.763743528199418,342464,5350,,,,,,,,,,
0.2478094318757867,0.45728247821331025,0.22435504103269024,0.37827302998855417,0.5293727824675662,0.7897884977089863,0.42424825847148895,0.1915467241129511,0.34595002812497755,0.4958465185054804,0.7564821938673641,345664,5400,,,,,,,,,,
0.2544922805765983,0.4567451155185699,0.22605309243417013,0.3766900358255954,0.520645900334738,0.7881195340045657,0.4248721933364868,0.1944008893492288,0.3456110194325444,0.4888142700059505,0.7550672590732567,348864,5450,,,,,,,,,,
0.24053939501781843,0.45521586239337936,0.2189204066309961,0.37681156410453504,0.5180167238081786,0.7883518636694512,0.4235919034481047,0.18673169536922618,0.34452437050074375,0.4871711422158174,0.7570608973596684,352064,5500,,,,,,,,,,
0.246398558111898,0.45575698375701906,0.2163728579111257,0.3803406784330201,0.5097669884562505,0.7905190352726825,0.4250887268781662,0.18582661947313403,0.34805649175601744,0.48075759364292064,0.7591076739361485,355264,5550,,,,,,,,,,
0.2617766945995191,0.4542413812875748,0.21039778516419103,0.3758136114002731,0.5187333451969698,0.7811685266462197,0.42370417416095735,0.17949990846030017,0.3446685808476496,0.48896830346780334,0.750614554232638,358464,5600,,,,,,,,,,
0.27222180675372587,0.44873569667339314,0.22074804308140655,0.3762527412587873,0.5172681637023204,0.7899088728505543,0.41877500236034393,0.19035075918789696,0.34648578194901347,0.4876854269922953,0.7598852769074305,361664,5650,,,,,,,,,,
0.2548811709796524,0.4553290992975233,0.2143537792244269,0.37474256876839895,0.5109869685893401,0.7899751258069196,0.42602447152137746,0.184361266856863,0.34568898455278985,0.48191981493015523,0.7610429632490956,364864,5700,,,,,,,,,,
0.24739899971680926,0.45740989506244656,0.21666806029064228,0.37182630206409184,0.5118763332349647,0.7886895264151542,0.42847746193408964,0.1868342801391613,0.3426367318482596,0.4839717638727058,0.7597540285311002,368064,5750,,,,,,,,,,
0.26941509375274014,0.4508613616228104,0.21507889625544716,0.37119054418811687,0.5108374059826385,0.7956668197555071,0.4217544192075728,0.1862246658781974,0.3417002617647394,0.48220188803031666,0.7658557714231241,371264,5800,,,,,,,,,,
